code_system,code,display,resource_count,value_type,observed_units
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225684,Serum Osmolality,14,valueQuantity,mOsm/kg [mOsm/kg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225690,Total Bilirubin,291,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225693,Triglyceride,18,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225695,Uric Acid,50,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225698,TCO2 (calc) Arterial,623,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225722,Arterial Line Tip Cultured,51,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225724,Cordis/Introducer Line Tip Cultured,7,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225725,Dialysis Catheter Tip Cultured,12,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225728,Midline Tip Cultured,2,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225729,Multi Lumen Line Tip Cultured,16,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225730,PA Catheter Line Tip Cultured,3,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225732,PICC Line Tip Cultured,19,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225735,Trauma Line Tip Cultured,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225737,Arterial Line Discontinued,36,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225738,CCO PAC Discontinued,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225739,Cordis/Introducer Discontinued,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225740,Dialysis Catheter Discontinued,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225742,IABP Line Discontinued,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225743,Midline Discontinued,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225744,Multi Lumen Line Discontinued,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225745,PA Catheter Discontinued,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225747,PICC Line Discontinued,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225750,Trauma Line Discontinued,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225764,Sheath Line Discontinued,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225767,Sheath Site Appear,20,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225770,Sheath Waveform Appear,20,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225771,Sheath Zero/Calibrate,6,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225772,Sheath Size,12,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225811,CV - past medical history,351,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225813,Baseline pain level,84,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225813,Baseline pain level,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225949,NIV Mask,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225956,Reason for CRRT Filter Change,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225976,Replacement Fluid,439,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225977,Dialysate Fluid,439,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225978,Slope,1235,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225979,IABP Size,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225981,IABP Alarms Activated,11,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225982,IABP Balloon Waveform,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225984,IABP Trigger,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225985,IABP Helium Tubing,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225986,IABP Arterial Waveform Source,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225987,IABP Power Source,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225988,IABP Position on leg,33,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225989,Pericardial Drain Aspiration,9,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225990,Pericardial Drain Flush,9,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226062,Venous CO2 Pressure,89,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226063,Venous O2 Pressure,89,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226092,Orthostatic BPd lying,1,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226094,Orthostatic BPd sitting,1,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226096,Orthostatic BPd standing,1,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226104,Level of Consciousness,259,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226107,Arterial Line placed in outside facility,980,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226108,CCO PAC placed in outside facility,19,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226109,Cordis/Introducer placed in outside facility,73,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226110,IABP placed in outside facility,11,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226112,Midline placed in outside facility,38,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226113,Multi Lumen placed in outside facility,748,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226114,PA Catheter placed in outside facility,39,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226115,PICC Line placed in outside facility,722,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226117,Sheath placed in outside facility,20,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226118,Dialysis Catheter placed in outside facility,175,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226119,Trauma Line placed in outside facility,90,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226122,Pheresis Catheter placed in outside facility,54,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226129,ICP Line placed in outside facility,61,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226130,ICP Line Site Appear,85,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226131,ICP Line Tip Cultured,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226133,ICP Line Waveform Appear,61,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226134,ICP Line Zero/Calibrate,23,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226135,14 Gauge placed in outside facility,6,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226136,16 Gauge placed in outside facility,142,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226137,18 Gauge placed in outside facility,707,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226138,20 Gauge placed in outside facility,997,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226139,22 Gauge placed in outside facility,193,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226168,Oral Care,2209,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226169,Subglottal Suctioning,956,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226180,Sexuality / reproductive problems,136,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226185,ICU Consent Signed,38,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226253,SpO2 Desat Limit,1176,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226329,Blood Temperature CCO (C),95,valueQuantity,°C [°C]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226457,Ultrafiltrate Output,441,valueQuantity,mL [mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226473,Blood Transfusion Consent,11,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226479,Ectopy Type 2,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226480,Ectopy Frequency 2,38,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226499,Hemodialysis Output,10,valueQuantity,mL [mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226512,Admission Weight (Kg),129,valueQuantity,kg [kg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226531,Admission Weight (lbs.),236,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226534,Sodium (whole blood),71,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226536,Chloride (whole blood),46,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226537,Glucose (whole blood),209,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226540,Hematocrit (whole blood - calc),84,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226707,Height,71,valueQuantity,Inch [Inch]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226730,Height (cm),71,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226732,O2 Delivery Device(s),3145,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226814,Known difficult intubation,943,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226815,Airway problems,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226846,Feeding Weight,11,valueQuantity,kg [kg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226871,Expiratory Ratio,509,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226873,Inspiratory Ratio,507,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226889,Legal Guardian,18,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227066,Cerebral Perfusion Pressure,220,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227073,Anion gap,941,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227111,PCA  dose units,110,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227113,PCA 1 hour limit units,109,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227115,PCA bolus units,38,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227117,PCA total dose units,78,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227119,Epidural Location,80,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227120,Motor Deficit,42,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227121,Pupil Response Right,2538,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227124,Dialysis Catheter Type,172,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227125,Indwelling (PortaCath) Port Type,132,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227127,Indwelling (PortaCath) Port #1,124,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227130,Trach Care,33,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227131,Cont. Neb Med Dose,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227133,Small Volume Neb Drug #2,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227187,Pinsp (Draeger only),2,valueQuantity,cmH2O [cmH2O]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227239,ABP Alarm Source,428,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227240,NBP Alarm Source,864,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227241,PAP Alarm Source,36,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227242,Manual Blood Pressure Diastolic Right,5,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227243,Manual Blood Pressure Systolic Right,5,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227287,O2 Flow (additional cannula),145,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227288,Pupil Response Left,2535,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227290,CRRT mode,217,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227292,Arterial Line Dressing Occlusive,858,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227293,Multi Lumen Dressing Occlusive,604,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227341,History of falling (within 3 mnths),1157,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227342,Secondary diagnosis,1161,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227343,Ambulatory aid,1156,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227344,IV/Saline lock,1156,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227345,Gait/Transferring,1157,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227346,Mental status,1155,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227349,High risk (>51) interventions,455,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227350,Cordis/Introducer Dressing Occlusive,94,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227351,PA Catheter Dressing Occlusive,47,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227352,CCO PAC Dressing Occlusive,22,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227353,Trauma Line Dressing Occlusive,90,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227355,IABP Dressing Occlusive,11,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227356,Sheath Line Dressing Occlusive,20,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227357,Dialysis Catheter Dressing Occlusive,173,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227358,PICC Line Dressing Occlusive,661,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227360,Indwelling Port (PortaCath) Dressing Occlusive,125,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227363,ICP Line Dressing Occlusive,61,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227365,14 Gauge Dressing Occlusive,6,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227366,16 Gauge Dressing Occlusive,142,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227367,18 Gauge Dressing Occlusive,706,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227368,20 Gauge Dressing Occlusive,1003,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227369,22 Gauge Dressing Occlusive,191,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227375,Daily Wake Up,40,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227418,Midline Dressing Occlusive,33,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227429,Troponin-T,121,valueQuantity,ng/mL [ng/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227439,Indwelling Port (PortaCath) placed in outside facility,126,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227440,Digoxin,9,valueQuantity,ng/mL [ng/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227441,LDL measured,1,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227442,Potassium (serum),994,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227443,HCO3 (serum),943,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227444,C Reactive Protein (CRP),6,valueQuantity,mg/L [mg/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227445,CK-MB,112,valueQuantity,ng/mL [ng/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227446,Brain Natiuretic Peptide (BNP),10,valueQuantity,pg/mL [pg/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227450,Tobramycin (Peak),1,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227451,Tobramycin (Random),1,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227454,Vancomycin (Random),32,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227455,Vancomycin (Trough),38,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227456,Albumin,111,valueQuantity,g/dL [g/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227457,Platelet Count,853,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227460,Phenobarbital,1,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227461,Phenytoin (Dilantin),9,valueQuantity,ug/mL [ug/mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227463,Cortisol,4,valueQuantity,ug/dL [ug/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227464,Potassium (whole blood),200,valueQuantity,mEq/L [mEq/L]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227465,Prothrombin time,609,valueQuantity,sec [sec]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227466,PTT,652,valueQuantity,sec [sec]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227467,INR,609,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227468,Fibrinogen,107,valueQuantity,mg/dL [mg/dL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227469,Thrombin,1,valueQuantity,sec [sec]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227470,Sed Rate,2,valueQuantity,mm/hr [mm/hr]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227471,Specific Gravity (urine),80,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227472,Incision Site #1,184,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227473,Incision Site #2,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227474,Incision Site #3,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227516,PO2 (Mixed Venous),20,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227517,Humidification,1267,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227537,ART Blood Pressure Alarm - High,55,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227538,ART Blood Pressure Alarm - Low,55,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227539,ART Blood Pressure Alarm Source,53,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227565,Ventilator Tank #1,408,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227566,Ventilator Tank #2,409,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227570,Small Volume Neb Drug/Dose #1,65,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227577,BiPap Mode,14,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227578,BiPap Mask,14,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227579,BiPap EPAP,13,valueQuantity,cmH2O [cmH2O]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227580,BiPap IPAP,13,valueQuantity,cmH2O [cmH2O]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227582,BiPap O2 Flow,13,valueQuantity,L/min [L/min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227583,Autoset/CPAP,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227585,GI Guaiac,26,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227586,GI pH,7,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227588,GI #1 Tube Place Method,15,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227627,Arctic Sun/Alsius Set Temp,75,valueQuantity,°C [°C]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227628,Arctic Sun Water Temp,80,valueQuantity,°C [°C]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227630,Arctic Sun Temp #1 Location,128,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227631,Arctic Sun Temp #2 Location,92,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227632,Arctic Sun/Alsius Temp #1 C,122,valueQuantity,°C [°C]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227634,Arctic Sun/Alsius Temp #2 C,88,valueQuantity,°C [°C]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227636,Knee Location - CPM,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227686,Central Venous O2% Sat,13,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227687,Tobacco Use History,143,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227716,Cerebral Perfusion Pressure Alarm - High,6,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227717,Cerebral Perfusion Pressure Alarm - Low,6,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227723,AVA Dressing Occlusive,7,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227726,AVA Line Tip Cultured,1,valueQuantity,
